sex,agegr,edu,socprof,marital,depress,trust,trustfam,trustneigh,income,weight
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,4,MOST PEOPLE CAN BE TRUSTED,YES,YES,NA,65
MALE,45-59,SECONDARY,RETIRED,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,72
FEMALE,25-34,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,600,55
MALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,2500,96
FEMALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,DIVORCED,4,ONE CAN`T BE TOO CAREFUL,NO,NO,720,70
FEMALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,5,NA,NO OPINION,YES,900,65
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,3,MOST PEOPLE CAN BE TRUSTED,NO,NO,3000,83
FEMALE,45-59,PRIMARY/NO EDUCATION,UNEMPLOYED,SINGLE,6,IT`S DIFFICULT TO TELL,YES,YES,310,76
MALE,35-44,VOCATIONAL/GRAMMAR,SELF-EMPLOYED,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1700,85
MALE,25-34,POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,80
FEMALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,WIDOWED,7,MOST PEOPLE CAN BE TRUSTED,YES,YES,1500,64
MALE,45-59,PRIMARY/NO EDUCATION,RETIRED,DIVORCED,5,IT`S DIFFICULT TO TELL,NO,NO,1750,80
MALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,76
MALE,25-34,POST-SECONDARY OR HIGHER,LONG-TERM SICK/DISABLED,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,600,75
MALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,80
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,1450,60
FEMALE,35-44,PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,64
MALE,35-44,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,SINGLE,7,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,590,100
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,74
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,13,ONE CAN`T BE TOO CAREFUL,YES,YES,800,55
MALE,35-44,SECONDARY,UNEMPLOYED,DIVORCED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,75
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,12,ONE CAN`T BE TOO CAREFUL,YES,YES,900,65
MALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,79
FEMALE,60-64,SECONDARY,RETIRED,MARRIED,5,MOST PEOPLE CAN BE TRUSTED,YES,YES,1660,80
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,-8,39
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,IT`S DIFFICULT TO TELL,YES,YES,NA,45
MALE,16-24,POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1800,100
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,8,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,-8,80
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,10,IT`S DIFFICULT TO TELL,YES,NO,700,92
MALE,45-59,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,2500,120
MALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,79
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,3,MOST PEOPLE CAN BE TRUSTED,YES,YES,3400,75
FEMALE,25-34,SECONDARY,PUPIL OR STUDENT,SINGLE,1,IT`S DIFFICULT TO TELL,YES,NO OPINION,NA,56
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,1700,105
FEMALE,45-59,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,800,58
FEMALE,25-34,VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,8,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,49
FEMALE,60-64,SECONDARY,RETIRED,MARRIED,2,IT`S DIFFICULT TO TELL,YES,YES,1400,60
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,IT`S DIFFICULT TO TELL,YES,NO OPINION,-8,65
MALE,45-59,PRIMARY/NO EDUCATION,FARMER,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,80
MALE,25-34,VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,7,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,79
FEMALE,65+,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,WIDOWED,14,ONE CAN`T BE TOO CAREFUL,YES,YES,800,69
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,72
FEMALE,45-59,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,6,IT`S DIFFICULT TO TELL,YES,NO,896,62
MALE,45-59,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,92
MALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,DIVORCED,4,ONE CAN`T BE TOO CAREFUL,YES,NO,2000,110
FEMALE,60-64,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,900,78
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,43
MALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,6800,77
FEMALE,65+,SECONDARY,RETIRED,MARRIED,6,MOST PEOPLE CAN BE TRUSTED,YES,YES,940,60
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,57
FEMALE,65+,SECONDARY,RETIRED,MARRIED,13,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,2000,90
MALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,1857,74
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,10,ONE CAN`T BE TOO CAREFUL,YES,YES,600,80
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,96
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,-8,NA
MALE,45-59,SECONDARY,NA,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,80
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NA,70
FEMALE,60-64,SECONDARY,RETIRED,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,80
MALE,25-34,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,SINGLE,0,ONE CAN`T BE TOO CAREFUL,NO,NO,NA,75
FEMALE,60-64,PRIMARY/NO EDUCATION,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,775,86
FEMALE,25-34,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,55
MALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,5000,81
FEMALE,45-59,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,7,MOST PEOPLE CAN BE TRUSTED,YES,YES,3800,82
FEMALE,45-59,SECONDARY,UNEMPLOYED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,600,60
FEMALE,25-34,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,60
FEMALE,16-24,SECONDARY,UNEMPLOYED,SINGLE,3,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,62
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,1,ONE CAN`T BE TOO CAREFUL,YES,NO,NA,135
FEMALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,WIDOWED,7,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1300,76
MALE,35-44,VOCATIONAL/GRAMMAR,SELF-EMPLOYED,MARRIED,1,NA,YES,NO OPINION,15000,120
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,3600,85
MALE,25-34,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,85
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,2500,75
FEMALE,16-24,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,SINGLE,1,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,60
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DIVORCED,3,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,1890,78
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,3500,60
FEMALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,12,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,65
MALE,25-34,SECONDARY,SELF-EMPLOYED,MARRIED,0,IT`S DIFFICULT TO TELL,YES,YES,-8,80
MALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,5000,NA
FEMALE,45-59,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO,1000,65
MALE,45-59,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,6,ONE CAN`T BE TOO CAREFUL,NO,NO,-8,92
MALE,60-64,POST-SECONDARY OR HIGHER,LONG-TERM SICK/DISABLED,MARRIED,4,IT`S DIFFICULT TO TELL,YES,NO OPINION,-8,72
FEMALE,45-59,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,IT`S DIFFICULT TO TELL,YES,NO OPINION,2100,66
FEMALE,60-64,SECONDARY,RETIRED,WIDOWED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,900,70
MALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,8,IT`S DIFFICULT TO TELL,YES,NO OPINION,2000,83
FEMALE,25-34,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,1300,46
FEMALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,50
FEMALE,60-64,PRIMARY/NO EDUCATION,FARMER,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,600,92
MALE,35-44,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,3500,87
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,85
FEMALE,60-64,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,84
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1400,74
MALE,45-59,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,3,MOST PEOPLE CAN BE TRUSTED,YES,YES,1200,75
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,10,ONE CAN`T BE TOO CAREFUL,YES,NO,720,60
FEMALE,60-64,SECONDARY,RETIRED,DIVORCED,6,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1125,65
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO,NA,82
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,10,ONE CAN`T BE TOO CAREFUL,YES,YES,725,68
FEMALE,45-59,PRIMARY/NO EDUCATION,EMPLOYED IN PUBLIC SECTOR,DE FACTO SEPARATED,9,ONE CAN`T BE TOO CAREFUL,YES,NO,2800,60
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,NA,69
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,12,IT`S DIFFICULT TO TELL,YES,YES,850,65
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,62
MALE,25-34,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,3700,83
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,3,ONE CAN`T BE TOO CAREFUL,YES,YES,4000,80
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,1060,85
FEMALE,45-59,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,-8,72
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,NO,1920,98
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,60
MALE,16-24,SECONDARY,UNEMPLOYED,SINGLE,1,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,100
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,83
MALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,DIVORCED,12,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,444,72
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,NA,ONE CAN`T BE TOO CAREFUL,YES,YES,1300,70
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,90
MALE,16-24,SECONDARY,OTHER ECONOMICALLY INACTIVE,SINGLE,0,IT`S DIFFICULT TO TELL,YES,NO,NA,80
MALE,16-24,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,NO,-8,70
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1900,64
MALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,6,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,4500,104
FEMALE,45-59,VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,8,IT`S DIFFICULT TO TELL,YES,YES,NA,80
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,9,IT`S DIFFICULT TO TELL,YES,NO OPINION,4500,56
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,900,65
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DIVORCED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,4000,62
FEMALE,60-64,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,WIDOWED,14,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,78
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,1800,73
FEMALE,16-24,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1100,80
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,15,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1400,80
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,10,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,80
FEMALE,65+,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,70
MALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,83
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,SINGLE,6,ONE CAN`T BE TOO CAREFUL,YES,YES,1400,76
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,4,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NA,50
FEMALE,45-59,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,14,ONE CAN`T BE TOO CAREFUL,YES,YES,700,60
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,1170,90
MALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,616,60
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,1,IT`S DIFFICULT TO TELL,YES,YES,NA,112
FEMALE,45-59,PRIMARY/NO EDUCATION,EMPLOYED IN PUBLIC SECTOR,MARRIED,6,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,1040,60
FEMALE,25-34,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,IT`S DIFFICULT TO TELL,YES,YES,1000,75
FEMALE,45-59,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,DIVORCED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,740,83
MALE,25-34,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,IT`S DIFFICULT TO TELL,YES,NO OPINION,-8,75
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,6,MOST PEOPLE CAN BE TRUSTED,YES,YES,970,74
MALE,60-64,PRIMARY/NO EDUCATION,UNEMPLOYED,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,NO,800,115
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO,1800,60
FEMALE,65+,SECONDARY,RETIRED,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,980,72
MALE,45-59,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,90
MALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,7,IT`S DIFFICULT TO TELL,YES,NO,-8,79
FEMALE,45-59,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,82
FEMALE,45-59,SECONDARY,LONG-TERM SICK/DISABLED,MARRIED,12,IT`S DIFFICULT TO TELL,YES,NO OPINION,740,74
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DIVORCED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,58
MALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,1700,82
MALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1170,65
FEMALE,45-59,SECONDARY,SELF-EMPLOYED,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,64
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,WIDOWED,8,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,2100,90
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,94
FEMALE,45-59,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,520,52
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,11,ONE CAN`T BE TOO CAREFUL,YES,NO,1300,78
MALE,45-59,VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,NA,ONE CAN`T BE TOO CAREFUL,NO,NO,1000,NA
FEMALE,45-59,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,2500,68
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,SINGLE,NA,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,900,76
MALE,60-64,VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,10,ONE CAN`T BE TOO CAREFUL,YES,YES,300,70
FEMALE,25-34,SECONDARY,FARMER,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1000,78
MALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO,1000,80
MALE,45-59,VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1700,93
FEMALE,16-24,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,1,ONE CAN`T BE TOO CAREFUL,YES,NO,1200,63
MALE,25-34,SECONDARY,FARMER,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,3500,79
FEMALE,16-24,SECONDARY,OTHER ECONOMICALLY INACTIVE,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,58
MALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,1,MOST PEOPLE CAN BE TRUSTED,YES,YES,2600,69
MALE,65+,SECONDARY,RETIRED,MARRIED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,1775,70
FEMALE,65+,SECONDARY,RETIRED,WIDOWED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,1460,75
FEMALE,35-44,SECONDARY,UNEMPLOYED,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,58
FEMALE,45-59,POST-SECONDARY OR HIGHER,UNEMPLOYED,MARRIED,1,MOST PEOPLE CAN BE TRUSTED,YES,YES,NA,65
FEMALE,35-44,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,69
MALE,16-24,SECONDARY,OTHER ECONOMICALLY INACTIVE,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,80
FEMALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,4,ONE CAN`T BE TOO CAREFUL,YES,YES,1350,82
MALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,2800,71
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,72
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,1100,55
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NA,60
FEMALE,16-24,VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,3,ONE CAN`T BE TOO CAREFUL,YES,YES,350,47
FEMALE,45-59,PRIMARY/NO EDUCATION,EMPLOYED IN PUBLIC SECTOR,WIDOWED,2,IT`S DIFFICULT TO TELL,YES,YES,1900,68
MALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,1800,80
FEMALE,35-44,VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,3,NA,NO OPINION,NO OPINION,700,70
MALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,5,MOST PEOPLE CAN BE TRUSTED,YES,YES,2006,78
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,NO,NO,1600,77
FEMALE,65+,SECONDARY,RETIRED,WIDOWED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,3900,65
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1400,93
