"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income","weight"
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600,95
"FEMALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO",-8,50
"FEMALE","60-64","PRIMARY/NO EDUCATION","FARMER","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,75
"FEMALE","35-44","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800,58
"MALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO","NO",1900,76
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","NO",NA,56
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",700,82
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",NA,75
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1600,NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500,73
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",700,70
"FEMALE","45-59","SECONDARY","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600,95
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",631,70
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",21,"ONE CAN`T BE TOO CAREFUL","NO","NO",1300,60
"FEMALE","65+","SECONDARY","RETIRED","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",900,72
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300,56
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",600,90
"FEMALE","45-59","PRIMARY/NO EDUCATION","FARMER","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000,62
"FEMALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,65
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES",950,68
"MALE","65+","SECONDARY","RETIRED","WIDOWED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES",1999,60
"MALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","SINGLE",16,"ONE CAN`T BE TOO CAREFUL","YES","YES",511,80
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","DIVORCED",4,"IT`S DIFFICULT TO TELL","YES","YES",3000,95
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","NO",1500,85
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500,48
"MALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,72
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","MARRIED",0,NA,"YES","NO OPINION",1100,87
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2200,90
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1900,78
"FEMALE","60-64","SECONDARY","RETIRED","WIDOWED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8,80
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400,58
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500,65
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","SINGLE",8,"IT`S DIFFICULT TO TELL","YES","NO",4500,90
"MALE","45-59","SECONDARY","FARMER","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800,80
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000,70
"MALE","25-34","SECONDARY","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,76
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","DIVORCED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",725,56
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA,51
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","NO","NO",1500,70
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500,65
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2700,74
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000,94
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,73
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"IT`S DIFFICULT TO TELL","YES","YES",NA,70
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",13,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO",1750,60
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,85
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500,55
"FEMALE","45-59","POST-SECONDARY OR HIGHER","UNEMPLOYED","DIVORCED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000,63
"FEMALE","45-59","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300,65
"FEMALE","16-24",NA,"PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,43
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000,103
"MALE","65+","PRIMARY/NO EDUCATION",NA,"MARRIED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1800,85
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",NA,54
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES",700,74
"FEMALE","45-59","SECONDARY","FARMER","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO",1200,64
"MALE","35-44","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",10,"MOST PEOPLE CAN BE TRUSTED","YES","YES",841,75
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,69
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA,63
"MALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,72
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200,58
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",1700,95
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1300,90
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,60
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1150,64
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",9000,63
"MALE","45-59","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500,70
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,60
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,75
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA,52
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500,60
"MALE","60-64","SECONDARY","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000,82
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",13,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1000,81
"MALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8,62
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","DIVORCED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000,72
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,70
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000,89
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500,NA
"FEMALE","45-59","SECONDARY","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,70
"FEMALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,61
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",6,"MOST PEOPLE CAN BE TRUSTED","YES","NO",600,100
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,70
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,62
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,60
"FEMALE","65+","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",5400,56
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",700,58
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",13,"IT`S DIFFICULT TO TELL","YES","YES",2500,78
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","DIVORCED",3,"ONE CAN`T BE TOO CAREFUL","NO","NO",150,74
"FEMALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000,65
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500,90
"MALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1200,70
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,74
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","NO",700,69
"MALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,90
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",850,90
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",18,"MOST PEOPLE CAN BE TRUSTED","YES","YES",830,62
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000,72
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",2400,63
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",2000,58
"MALE","65+","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800,72
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,60
"FEMALE","35-44","VOCATIONAL/GRAMMAR","FARMER","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","NO","YES",-8,65
"FEMALE","25-34","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",2000,58
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",21,"IT`S DIFFICULT TO TELL","YES","YES",600,70
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO","YES",-8,60
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION",-8,65
"FEMALE","25-34","SECONDARY","UNEMPLOYED","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8,52
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO",2200,90
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"MOST PEOPLE CAN BE TRUSTED","NO","YES",1070,50
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",850,70
"FEMALE","35-44","POST-SECONDARY OR HIGHER","FARMER","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2619,56
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",7,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1170,64
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1060,61
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500,90
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA,70
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200,75
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8,80
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2700,58
"FEMALE","35-44","SECONDARY","UNEMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,50
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,100
"MALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",8,"IT`S DIFFICULT TO TELL","YES","YES",1000,95
"FEMALE","25-34","VOCATIONAL/GRAMMAR","FARMER","MARRIED",5,"IT`S DIFFICULT TO TELL","NO OPINION","NO",NA,62
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800,83
"FEMALE","25-34","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA,80
"FEMALE","60-64","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","WIDOWED",2,"IT`S DIFFICULT TO TELL","YES","NO OPINION",600,62
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8,78
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",2700,69
"FEMALE","25-34","VOCATIONAL/GRAMMAR","FARMER","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","NO","NO",NA,43
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",444,90
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500,49
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000,82
"MALE","45-59","PRIMARY/NO EDUCATION","FARMER","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,125
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",-8,56
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,53
"MALE","35-44","PRIMARY/NO EDUCATION","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",4500,100
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",650,95
"MALE","25-34","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000,46
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1700,68
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1325,85
"MALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES",900,75
"FEMALE","25-34","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",600,50
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8,80
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO",1520,85
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1204,70
"MALE","45-59","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",6000,99
"MALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",780,67
"MALE","60-64","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500,78
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200,90
"MALE","35-44","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",15000,82
"FEMALE","25-34","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA,56
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",260,81
"FEMALE","35-44","VOCATIONAL/GRAMMAR","FARMER","WIDOWED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,60
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",2300,85
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500,74
"FEMALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,55
"FEMALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",NA,0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1300,52
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3000,80
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED",NA,17,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100,90
"FEMALE","25-34","SECONDARY",NA,"SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,61
"FEMALE","45-59","POST-SECONDARY OR HIGHER","FARMER","SINGLE",2,"IT`S DIFFICULT TO TELL","YES","YES",2619,70
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",10,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1229,71
"FEMALE","45-59","PRIMARY/NO EDUCATION","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",700,86
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA,66
"FEMALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","DIVORCED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",815,84
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1250,95
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1230,75
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1250,60
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8,59
"FEMALE","65+","PRIMARY/NO EDUCATION",NA,"MARRIED",14,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",700,51
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","NO","NO",950,60
"MALE","25-34","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",1,"IT`S DIFFICULT TO TELL","YES","NO",NA,70
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",3100,80
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",660,74
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200,90
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2300,73
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000,90
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",2000,74
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000,60
"MALE","65+","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000,60
